Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[14]    10.0    0.02    1.62   27953         x264_mb_analyse_p_rd [14]
                0.02    1.60   62081/82738       x264_rd_cost_mb [11]
                0.00    0.01   62081/108386      x264_analyse_update_cache [119]
-----------------------------------------------
                0.00    0.01       1/113         x264_rc_analyse_slice [72]
                0.00    1.62     112/113         x264_slicetype_decide [16]
[15]    10.0    0.00    1.64     113         x264_slicetype_analyse [15]
                0.00    1.39    3550/3774        x264_slicetype_frame_cost [18]
                0.07    0.12    3549/3549        x264_macroblock_tree_propagate [47]
                0.00    0.04     112/112         scenecut [78]
                0.01    0.00     112/112         x264_macroblock_tree_finish [116]
                0.00    0.00     112/44181       x264_mb_analyse_load_costs [92]
-----------------------------------------------
                0.00    1.62     112/112         x264_encoder_encode [3]
[16]     9.9    0.00    1.62     112         x264_slicetype_decide [16]
                0.00    1.62     112/113         x264_slicetype_analyse [15]
-----------------------------------------------
                0.02    1.46   44352/44352       x264_slicetype_frame_cost [18]
[17]     9.0    0.02    1.46   44352         x264_slicetype_mb_cost [17]
                0.02    1.21   43956/371476      x264_me_search_ref [6]
                0.01    0.19  443520/2375939     x264_pixel_satd_8x8 [20]
                0.01    0.00   44352/44352       predict_8x8_filter [107]
                0.01    0.00   44352/44352       predict_8x8_ddl [106]
                0.00    0.00   44352/98154       predict_8x8c_p [103]
                0.00    0.00   44352/99204       predict_8x8c_dc [101]
                0.00    0.00   44352/221760      mc_copy_w8 [100]
                0.00    0.00   44352/44352       predict_8x8_ddr [140]
                0.00    0.00   44352/44352       predict_8x8_vr [144]
                0.00    0.00   44352/44352       predict_8x8_hd [141]
                0.00    0.00   44352/44352       predict_8x8_vl [143]
                0.00    0.00   44352/44352       predict_8x8_hu [142]
                0.00    0.00   44352/102472      predict_8x8c_h [133]
                0.00    0.00   44352/98818       predict_8x8c_v [134]
-----------------------------------------------
                0.00    0.04     112/3774        scenecut [78]
                0.00    0.04     112/3774        x264_rc_analyse_slice [72]
                0.00    1.39    3550/3774        x264_slicetype_analyse [15]
[18]     9.0    0.00    1.48    3774         x264_slicetype_frame_cost [18]
                0.02    1.46   44352/44352       x264_slicetype_mb_cost [17]
                0.00    0.00     112/133853      x264_emms [130]
-----------------------------------------------
                0.48    0.00  104773/302555      refine_subpel [7]
                0.92    0.00  197782/302555      x264_me_search_ref [6]
[19]     8.5    1.40    0.00  302555         x264_pixel_sad_x4_16x16 [19]
-----------------------------------------------
                0.00    0.09  219806/2375939     x264_mb_analyse_intra_chroma [59]
                0.01    0.19  443520/2375939     x264_slicetype_mb_cost [17]
                0.03    0.74 1712613/2375939     refine_subpel [7]
[20]     6.5    0.04    1.02 2375939         x264_pixel_satd_8x8 [20]
                1.02    0.00 4751878/10711433     x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.00    0.19  109903/544808      x264_mb_analyse_intra [32]
                0.02    0.75  434905/544808      refine_subpel [7]
[21]     5.9    0.02    0.94  544808         x264_pixel_satd_16x16 [21]
                0.94    0.00 4358464/10711433     x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.00    0.82    2128/2128        x264_slice_write [4]
[22]     5.0    0.00    0.82    2128         x264_fdec_filter_row [22]
                0.00    0.67    2016/2016        x264_frame_filter [26]
                0.05    0.07    2016/2016        x264_frame_deblock_row [55]
                0.00    0.01    2016/2016        x264_frame_expand_border [96]
                0.00    0.01    2016/2016        x264_frame_expand_border_filtered [97]
-----------------------------------------------
                0.27    0.00  228293/657693      refine_subpel [7]
                0.50    0.00  429400/657693      x264_me_search_ref [6]
[23]     4.7    0.77    0.00  657693         x264_pixel_sad_x4_8x8 [23]
-----------------------------------------------
                0.71    0.00  200736/200736      x264_me_search_ref [6]
[24]     4.3    0.71    0.00  200736         x264_pixel_sad_x3_16x16 [24]
-----------------------------------------------
                0.67    0.00    2016/2016        x264_frame_filter [26]
[25]     4.1    0.67    0.00    2016         hpel_filter [25]
-----------------------------------------------
                0.00    0.67    2016/2016        x264_fdec_filter_row [22]
[26]     4.1    0.00    0.67    2016         x264_frame_filter [26]
                0.67    0.00    2016/2016        hpel_filter [25]
-----------------------------------------------
                0.06    0.60  111087/111087      x264_macroblock_encode [10]
[27]     4.0    0.06    0.60  111087         x264_mb_encode_8x8_chroma [27]
                0.18    0.00  219938/772025      sub8x8_dct [28]
                0.15    0.00  879752/3020451     quant_4x4 [30]
                0.09    0.00  216226/216226      pixel_var2_8x8 [62]
                0.07    0.00   49881/185783      add8x8_idct [38]
                0.05    0.00  231080/742656      dequant_4x4 [49]
                0.02    0.00   21583/21583       add8x8_idct_dc [94]
                0.02    0.00  217102/222671      x264_decimate_score15 [88]
                0.02    0.00  231080/755658      zigzag_scan_4x4_frame [75]
                0.01    0.00  221783/257639      quant_2x2_dc [99]
                0.00    0.00    1845/1845        sub8x8_dct_dc [158]
-----------------------------------------------
                0.09    0.00  109302/772025      x264_macroblock_encode [10]
                0.09    0.00  114879/772025      x264_macroblock_probe_skip [43]
                0.18    0.00  219938/772025      x264_mb_encode_8x8_chroma [27]
                0.27    0.00  327906/772025      sub16x16_dct [35]
[28]     3.8    0.63    0.00  772025         sub8x8_dct [28]
-----------------------------------------------
                0.54    0.00  423383/423383      x264_me_search_ref [6]
[29]     3.3    0.54    0.00  423383         x264_pixel_sad_16x16 [29]
-----------------------------------------------
                0.01    0.00   33882/3020451     x264_mb_encode_i4x4 [87]
                0.06    0.00  357985/3020451     x264_macroblock_probe_skip [43]
                0.15    0.00  879752/3020451     x264_mb_encode_8x8_chroma [27]
                0.29    0.00 1748832/3020451     x264_macroblock_encode [10]
[30]     3.0    0.50    0.00 3020451         quant_4x4 [30]
-----------------------------------------------
                0.00    0.43  108547/108547      x264_macroblock_encode [10]
[31]     2.6    0.00    0.43  108547         x264_mb_mc [31]
                0.02    0.21  123800/123800      x264_mb_mc_8x8 [40]
                0.02    0.18  107398/107398      x264_mb_mc_0xywh [44]
-----------------------------------------------
                0.04    0.36   28349/28349       x264_macroblock_analyse [5]
[32]     2.4    0.04    0.36   28349         x264_mb_analyse_intra [32]
                0.00    0.19  109903/544808      x264_pixel_satd_16x16 [21]
                0.04    0.00  312619/2439169     x264_pixel_satd_4x4 [34]
                0.04    0.00   26613/26782       predict_16x16_p [81]
                0.00    0.02   32097/33882       x264_mb_encode_i4x4 [87]
                0.02    0.00   36371/36471       predict_4x4_vr [93]
                0.01    0.00   26855/26880       predict_16x16_v [114]
                0.01    0.00   38428/38734       predict_4x4_hd [109]
                0.01    0.00   26613/26829       predict_16x16_dc [115]
                0.01    0.00   28086/28392       predict_16x16_h [111]
                0.00    0.00    1234/91723       mc_copy_w16 [84]
                0.00    0.00   44872/45401       predict_4x4_h [138]
                0.00    0.00   38984/39216       predict_4x4_hu [147]
                0.00    0.00   38717/38879       predict_4x4_dc [148]
                0.00    0.00   37057/37223       predict_4x4_ddr [149]
                0.00    0.00   36824/36942       predict_4x4_v [150]
                0.00    0.00   36536/36610       predict_4x4_vl [151]
                0.00    0.00   36441/36539       predict_4x4_ddl [152]
                0.00    0.00    1473/1493        predict_16x16_dc_left [159]
                0.00    0.00     339/339         predict_4x4_dc_left [171]
                0.00    0.00     242/260         predict_16x16_dc_top [176]
                0.00    0.00     125/125         predict_4x4_dc_top [179]
                0.00    0.00      22/22          predict_4x4_dc_128 [196]
                0.00    0.00      21/22          predict_16x16_dc_128 [195]
-----------------------------------------------
                0.34    0.00  440489/440489      x264_me_search_ref [6]
[33]     2.1    0.34    0.00  440489         x264_pixel_sad_x3_8x8 [33]
-----------------------------------------------
                0.00    0.00    6336/2439169     x264_mb_cache_fenc_satd [121]
                0.04    0.00  312619/2439169     x264_mb_analyse_intra [32]
                0.06    0.00  447248/2439169     x264_mb_analyse_inter_p16x16 [8]
                0.06    0.00  467680/2439169     x264_pixel_satd_4x8 [64]
                0.16    0.00 1205286/2439169     refine_subpel [7]
[34]     2.0    0.33    0.00 2439169         x264_pixel_satd_4x4 [34]
-----------------------------------------------
                0.02    0.27  109302/109302      x264_macroblock_encode [10]
[35]     1.8    0.02    0.27  109302         sub16x16_dct [35]
                0.27    0.00  327906/772025      sub8x8_dct [28]
-----------------------------------------------
                0.01    0.27   82738/82738       x264_rd_cost_mb [11]
[36]     1.7    0.01    0.27   82738         x264_pixel_hadamard_ac_16x16 [36]
                0.27    0.00  330952/330952      pixel_hadamard_ac [37]
-----------------------------------------------
                0.27    0.00  330952/330952      x264_pixel_hadamard_ac_16x16 [36]
[37]     1.6    0.27    0.00  330952         pixel_hadamard_ac [37]
-----------------------------------------------
                0.07    0.00   49881/185783      x264_mb_encode_8x8_chroma [27]
                0.20    0.00  135902/185783      x264_macroblock_encode [10]
[38]     1.6    0.27    0.00  185783         add8x8_idct [38]
-----------------------------------------------
                0.08    0.00   30555/88207       refine_subpel [7]
                0.16    0.00   57652/88207       x264_me_search_ref [6]
[39]     1.5    0.24    0.00   88207         x264_pixel_sad_x4_16x8 [39]
-----------------------------------------------
                0.02    0.21  123800/123800      x264_mb_mc [31]
[40]     1.4    0.02    0.21  123800         x264_mb_mc_8x8 [40]
                0.16    0.00  247600/2674972     mc_chroma [13]
                0.05    0.00  123800/251324      mc_luma [57]
-----------------------------------------------
                0.00    0.00    1584/872095      x264_mb_cache_fenc_satd [121]
                0.03    0.00  111812/872095      x264_mb_analyse_inter_p16x16 [8]
                0.18    0.00  758699/872095      x264_me_search_ref [6]
[41]     1.3    0.21    0.00  872095         x264_pixel_sad_8x8 [41]
-----------------------------------------------
                0.07    0.00   30806/88924       refine_subpel [7]
                0.14    0.00   58118/88924       x264_me_search_ref [6]
[42]     1.3    0.21    0.00   88924         x264_pixel_sad_x4_8x16 [42]
-----------------------------------------------
                0.00    0.20   20126/20126       x264_mb_analyse_inter_p16x16 [8]
[43]     1.2    0.00    0.20   20126         x264_macroblock_probe_skip [43]
                0.09    0.00  114879/772025      sub8x8_dct [28]
                0.06    0.00  357985/3020451     quant_4x4 [30]
                0.02    0.00   37215/2674972     mc_chroma [13]
                0.02    0.00   37215/202691      x264_pixel_ssd_8x8 [63]
                0.01    0.00   20126/251324      mc_luma [57]
                0.00    0.00   35856/257639      quant_2x2_dc [99]
                0.00    0.00   12247/755658      zigzag_scan_4x4_frame [75]
                0.00    0.00    5053/222671      x264_decimate_score15 [88]
                0.00    0.00    7194/325498      x264_decimate_score16 [98]
-----------------------------------------------
                0.02    0.18  107398/107398      x264_mb_mc [31]
[44]     1.2    0.02    0.18  107398         x264_mb_mc_0xywh [44]
                0.13    0.00  214796/2674972     mc_chroma [13]
                0.05    0.00  107398/251324      mc_luma [57]
-----------------------------------------------
                0.00    0.20     112/112         x264_encoder_encode [3]
[45]     1.2    0.00    0.20     112         x264_frame_init_lowres [45]
                0.20    0.00     112/112         frame_init_lowres_core [46]
                0.00    0.00     112/112         x264_frame_expand_border_lowres [122]
-----------------------------------------------
                0.20    0.00     112/112         x264_frame_init_lowres [45]
[46]     1.2    0.20    0.00     112         frame_init_lowres_core [46]
-----------------------------------------------
                0.07    0.12    3549/3549        x264_slicetype_analyse [15]
[47]     1.2    0.07    0.12    3549         x264_macroblock_tree_propagate [47]
                0.12    0.00   63882/63882       mbtree_propagate_cost [54]
-----------------------------------------------
                0.04    0.15   78859/78859       x264_rd_cost_mb [11]
[48]     1.2    0.04    0.15   78859         x264_macroblock_size_cavlc [48]
                0.06    0.05  486206/486206      block_residual_write_cavlc [56]
                0.01    0.01   74000/74000       cavlc_mb_mvd [95]
                0.01    0.00  111556/452128      x264_mb_predict_mv [73]
-----------------------------------------------
                0.01    0.00   29728/742656      x264_mb_encode_i4x4 [87]
                0.05    0.00  231080/742656      x264_mb_encode_8x8_chroma [27]
                0.11    0.00  481848/742656      x264_macroblock_encode [10]
[49]     1.0    0.17    0.00  742656         dequant_4x4 [49]
-----------------------------------------------
                0.01    0.15  171293/171293      refine_subpel [7]
[50]     1.0    0.01    0.15  171293         x264_pixel_satd_8x16 [50]
                0.15    0.00  685172/10711433     x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.00    0.15  170716/170716      refine_subpel [7]
[51]     0.9    0.00    0.15  170716         x264_pixel_satd_16x8 [51]
                0.15    0.00  682864/10711433     x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.07    0.06   24529/24529       x264_slice_write [4]
[52]     0.8    0.07    0.06   24529         x264_macroblock_write_cavlc [52]
                0.03    0.02  138586/138586      block_residual_write_cavlc [77]
                0.01    0.00   28244/28244       bs_write_te [112]
                0.00    0.01   37943/37943       cavlc_mb_mvd [120]
                0.00    0.00   16063/16063       bs_write1 [154]
                0.00    0.00    7879/7879        bs_write_ue [155]
                0.00    0.00    3061/3061        bs_write [156]
-----------------------------------------------
                0.12    0.00   82738/82738       x264_rd_cost_mb [11]
[53]     0.7    0.12    0.00   82738         x264_pixel_ssd_16x16 [53]
-----------------------------------------------
                0.12    0.00   63882/63882       x264_macroblock_tree_propagate [47]
[54]     0.7    0.12    0.00   63882         mbtree_propagate_cost [54]
-----------------------------------------------
                0.05    0.07    2016/2016        x264_fdec_filter_row [22]
[55]     0.7    0.05    0.07    2016         x264_frame_deblock_row [55]
                0.02    0.00   55654/55654       deblock_h_chroma_c [89]
                0.02    0.00   49948/49948       deblock_h_luma_c [90]
                0.02    0.00   46919/46919       deblock_v_luma_c [91]
                0.01    0.00   52460/52460       deblock_v_chroma_c [104]
                0.00    0.00   44352/44352       x264_prefetch_fenc [146]
                0.00    0.00    1154/1154        deblock_v_chroma_intra_c [161]
                0.00    0.00    1056/1056        deblock_h_chroma_intra_c [162]
                0.00    0.00     678/678         deblock_v_luma_intra_c [168]
                0.00    0.00     615/615         deblock_h_luma_intra_c [169]
-----------------------------------------------
                0.06    0.05  486206/486206      x264_macroblock_size_cavlc [48]
[56]     0.7    0.06    0.05  486206         block_residual_write_cavlc [56]
                0.03    0.00  125980/163632      x264_coeff_level_run15 [79]
                0.02    0.00  311824/397009      x264_coeff_level_run16 [82]
                0.00    0.00   48402/64151       x264_coeff_level_run4 [137]
-----------------------------------------------
                0.01    0.00   20126/251324      x264_macroblock_probe_skip [43]
                0.05    0.00  107398/251324      x264_mb_mc_0xywh [44]
                0.05    0.00  123800/251324      x264_mb_mc_8x8 [40]
[57]     0.7    0.11    0.00  251324         mc_luma [57]
-----------------------------------------------
                0.11    0.00   58795/58795       x264_me_search_ref [6]
[58]     0.7    0.11    0.00   58795         x264_pixel_sad_x3_8x16 [58]
-----------------------------------------------
                0.00    0.01    2540/30493       x264_analyse_update_cache [119]
                0.00    0.10   27953/30493       x264_macroblock_analyse [5]
[59]     0.7    0.00    0.11   30493         x264_mb_analyse_intra_chroma [59]
                0.00    0.09  219806/2375939     x264_pixel_satd_8x8 [20]
                0.01    0.00   53226/98154       predict_8x8c_p [103]
                0.01    0.00   53226/99204       predict_8x8c_dc [101]
                0.00    0.00   56172/102472      predict_8x8c_h [133]
                0.00    0.00   53710/98818       predict_8x8c_v [134]
                0.00    0.00    2946/3054        predict_8x8c_dc_left [157]
                0.00    0.00     484/544         predict_8x8c_dc_top [170]
                0.00    0.00      42/48          predict_8x8c_dc_128 [192]
-----------------------------------------------
                0.10    0.00  113396/113396      x264_pixel_sa8d_8x8 [61]
[60]     0.6    0.10    0.00  113396         sa8d_8x8 [60]
-----------------------------------------------
                0.00    0.00    1584/113396      x264_mb_cache_fenc_satd [121]
                0.00    0.10  111812/113396      x264_mb_analyse_inter_p16x16 [8]
[61]     0.6    0.00    0.10  113396         x264_pixel_sa8d_8x8 [61]
                0.10    0.00  113396/113396      sa8d_8x8 [60]
-----------------------------------------------
                0.09    0.00  216226/216226      x264_mb_encode_8x8_chroma [27]
[62]     0.5    0.09    0.00  216226         pixel_var2_8x8 [62]
-----------------------------------------------
                0.02    0.00   37215/202691      x264_macroblock_probe_skip [43]
                0.07    0.00  165476/202691      x264_rd_cost_mb [11]
[63]     0.5    0.09    0.00  202691         x264_pixel_ssd_8x8 [63]
-----------------------------------------------
                0.02    0.06  233840/233840      refine_subpel [7]
[64]     0.5    0.02    0.06  233840         x264_pixel_satd_4x8 [64]
                0.06    0.00  467680/2439169     x264_pixel_satd_4x4 [34]
-----------------------------------------------
                0.01    0.07     112/112         x264_encoder_encode [3]
[65]     0.5    0.01    0.07     112         x264_adaptive_quant_frame [65]
                0.00    0.07   44352/44352       ac_energy_mb [68]
-----------------------------------------------
                0.06    0.02   44352/44352       x264_slice_write [4]
[66]     0.5    0.06    0.02   44352         x264_macroblock_cache_load [66]
                0.01    0.00   44352/91723       mc_copy_w16 [84]
                0.00    0.00   88704/221760      mc_copy_w8 [100]
                0.00    0.00  177408/177408      copy_column8 [129]
                0.00    0.00   44352/133056      prefetch_fenc_null [131]
                0.00    0.00    3940/102831      x264_mb_predict_mv_16x16 [132]
-----------------------------------------------
                0.07    0.00  129843/129843      x264_me_search_ref [6]
[67]     0.4    0.07    0.00  129843         x264_pixel_sad_8x16 [67]
-----------------------------------------------
                0.00    0.07   44352/44352       x264_adaptive_quant_frame [65]
[68]     0.4    0.00    0.07   44352         ac_energy_mb [68]
                0.07    0.00   44352/44352       x264_pixel_var_16x16 [69]
                0.00    0.00   88704/88704       x264_pixel_var_8x8 [135]
                0.00    0.00   44352/133853      x264_emms [130]
-----------------------------------------------
                0.07    0.00   44352/44352       ac_energy_mb [68]
[69]     0.4    0.07    0.00   44352         x264_pixel_var_16x16 [69]
-----------------------------------------------
                0.00    0.07     112/112         x264_ratecontrol_start [71]
[70]     0.4    0.00    0.07     112         rate_estimate_qscale [70]
                0.01    0.06     112/112         x264_rc_analyse_slice [72]
                0.00    0.00     112/112         clip_qscale [184]
                0.00    0.00       1/1           qp2qscale [210]
-----------------------------------------------
                0.00    0.07     112/112         x264_encoder_encode [3]
[71]     0.4    0.00    0.07     112         x264_ratecontrol_start [71]
                0.00    0.07     112/112         rate_estimate_qscale [70]
                0.00    0.00     112/133853      x264_emms [130]
-----------------------------------------------
                0.01    0.06     112/112         rate_estimate_qscale [70]
[72]     0.4    0.01    0.06     112         x264_rc_analyse_slice [72]
                0.00    0.04     112/3774        x264_slicetype_frame_cost [18]
                0.00    0.01       1/113         x264_slicetype_analyse [15]
                0.00    0.00     112/44181       x264_mb_analyse_load_costs [92]
                0.00    0.00     112/133853      x264_emms [130]
-----------------------------------------------
                0.01    0.00   37943/452128      cavlc_mb_mvd [120]
                0.01    0.00   74000/452128      cavlc_mb_mvd [95]
                0.01    0.00  111556/452128      x264_macroblock_size_cavlc [48]
                0.03    0.00  228629/452128      x264_macroblock_analyse [5]
[73]     0.4    0.06    0.00  452128         x264_mb_predict_mv [73]
-----------------------------------------------
                0.00    0.05   28349/28349       x264_macroblock_analyse [5]
[74]     0.3    0.00    0.05   28349         x264_intra_rd [74]
                0.00    0.05    1953/82738       x264_rd_cost_mb [11]
                0.00    0.00    1953/108386      x264_analyse_update_cache [119]
-----------------------------------------------
                0.00    0.00   12247/755658      x264_macroblock_probe_skip [43]
                0.00    0.00   29728/755658      x264_mb_encode_i4x4 [87]
                0.02    0.00  231080/755658      x264_mb_encode_8x8_chroma [27]
                0.03    0.00  482603/755658      x264_macroblock_encode [10]
[75]     0.3    0.05    0.00  755658         zigzag_scan_4x4_frame [75]
-----------------------------------------------
                0.00    0.00    6336/453584      x264_mb_cache_fenc_satd [121]
                0.05    0.00  447248/453584      x264_mb_analyse_inter_p16x16 [8]
[76]     0.3    0.05    0.00  453584         x264_pixel_sad_4x4 [76]
-----------------------------------------------
                0.03    0.02  138586/138586      x264_macroblock_write_cavlc [52]
[77]     0.3    0.03    0.02  138586         block_residual_write_cavlc [77]
                0.01    0.00   37652/163632      x264_coeff_level_run15 [79]
                0.01    0.00   85185/397009      x264_coeff_level_run16 [82]
                0.00    0.00   15749/64151       x264_coeff_level_run4 [137]
-----------------------------------------------
                0.00    0.04     112/112         x264_slicetype_analyse [15]
[78]     0.3    0.00    0.04     112         scenecut [78]
                0.00    0.04     112/3774        x264_slicetype_frame_cost [18]
-----------------------------------------------
                0.01    0.00   37652/163632      block_residual_write_cavlc [77]
                0.03    0.00  125980/163632      block_residual_write_cavlc [56]
[79]     0.2    0.04    0.00  163632         x264_coeff_level_run15 [79]
-----------------------------------------------
                0.04    0.00   58267/58267       x264_me_search_ref [6]
[80]     0.2    0.04    0.00   58267         x264_pixel_sad_x3_16x8 [80]
-----------------------------------------------
                0.00    0.00     169/26782       x264_macroblock_encode [10]
                0.04    0.00   26613/26782       x264_mb_analyse_intra [32]
[81]     0.2    0.04    0.00   26782         predict_16x16_p [81]
-----------------------------------------------
                0.01    0.00   85185/397009      block_residual_write_cavlc [77]
                0.02    0.00  311824/397009      block_residual_write_cavlc [56]
[82]     0.2    0.03    0.00  397009         x264_coeff_level_run16 [82]
-----------------------------------------------
                0.03    0.00  127777/127777      x264_me_search_ref [6]
[83]     0.2    0.03    0.00  127777         x264_pixel_sad_16x8 [83]
-----------------------------------------------
                0.00    0.00    1234/91723       x264_mb_analyse_intra [32]
                0.00    0.00    1785/91723       x264_macroblock_encode [10]
                0.01    0.00   44352/91723       x264_macroblock_cache_save [86]
                0.01    0.00   44352/91723       x264_macroblock_cache_load [66]
[84]     0.2    0.03    0.00   91723         mc_copy_w16 [84]
-----------------------------------------------
                0.00    0.00     448/12544       x264_frame_expand_border_lowres [122]
                0.01    0.00    6048/12544       x264_frame_expand_border_filtered [97]
                0.01    0.00    6048/12544       x264_frame_expand_border [96]
[85]     0.2    0.03    0.00   12544         plane_expand_border [85]
-----------------------------------------------
                0.01    0.02   44352/44352       x264_slice_write [4]
[86]     0.2    0.01    0.02   44352         x264_macroblock_cache_save [86]
                0.01    0.00   44352/91723       mc_copy_w16 [84]
                0.00    0.00   88704/221760      mc_copy_w8 [100]
                0.00    0.00   44352/133056      prefetch_fenc_null [131]
-----------------------------------------------
                0.00    0.00    1785/33882       x264_macroblock_encode [10]
                0.00    0.02   32097/33882       x264_mb_analyse_intra [32]
[87]     0.1    0.00    0.02   33882         x264_mb_encode_i4x4 [87]
                0.01    0.00   29728/29728       add4x4_idct [110]
                0.01    0.00   29728/742656      dequant_4x4 [49]
                0.01    0.00   33882/3020451     quant_4x4 [30]
                0.00    0.00   29728/755658      zigzag_scan_4x4_frame [75]
                0.00    0.00   33882/33882       sub4x4_dct [153]
-----------------------------------------------
                0.00    0.00     516/222671      x264_macroblock_encode [10]
                0.00    0.00    5053/222671      x264_macroblock_probe_skip [43]
                0.02    0.00  217102/222671      x264_mb_encode_8x8_chroma [27]
[88]     0.1    0.02    0.00  222671         x264_decimate_score15 [88]
-----------------------------------------------
                0.02    0.00   55654/55654       x264_frame_deblock_row [55]
[89]     0.1    0.02    0.00   55654         deblock_h_chroma_c [89]
-----------------------------------------------
                0.02    0.00   49948/49948       x264_frame_deblock_row [55]
[90]     0.1    0.02    0.00   49948         deblock_h_luma_c [90]
-----------------------------------------------
                0.02    0.00   46919/46919       x264_frame_deblock_row [55]
[91]     0.1    0.02    0.00   46919         deblock_v_luma_c [91]
-----------------------------------------------
                0.00    0.00       1/44181       x264_lowres_context_alloc [127]
                0.00    0.00     112/44181       x264_slicetype_analyse [15]
                0.00    0.00     112/44181       x264_rc_analyse_slice [72]
                0.02    0.00   43956/44181       x264_macroblock_analyse [5]
[92]     0.1    0.02    0.00   44181         x264_mb_analyse_load_costs [92]
                0.00    0.00      12/133853      x264_emms [130]
                0.00    0.00      12/1306        x264_malloc [160]
-----------------------------------------------
                0.00    0.00     100/36471       x264_macroblock_encode [10]
                0.02    0.00   36371/36471       x264_mb_analyse_intra [32]
[93]     0.1    0.02    0.00   36471         predict_4x4_vr [93]
-----------------------------------------------
                0.02    0.00   21583/21583       x264_mb_encode_8x8_chroma [27]
[94]     0.1    0.02    0.00   21583         add8x8_idct_dc [94]
-----------------------------------------------
                0.01    0.01   74000/74000       x264_macroblock_size_cavlc [48]
[95]     0.1    0.01    0.01   74000         cavlc_mb_mvd [95]
                0.01    0.00   74000/452128      x264_mb_predict_mv [73]
-----------------------------------------------
                0.00    0.01    2016/2016        x264_fdec_filter_row [22]
[96]     0.1    0.00    0.01    2016         x264_frame_expand_border [96]
                0.01    0.00    6048/12544       plane_expand_border [85]
-----------------------------------------------
                0.00    0.01    2016/2016        x264_fdec_filter_row [22]
[97]     0.1    0.00    0.01    2016         x264_frame_expand_border_filtered [97]
                0.01    0.00    6048/12544       plane_expand_border [85]
-----------------------------------------------
                0.00    0.00    7194/325498      x264_macroblock_probe_skip [43]
                0.01    0.00  318304/325498      x264_macroblock_encode [10]
[98]     0.1    0.01    0.00  325498         x264_decimate_score16 [98]
-----------------------------------------------
                0.00    0.00   35856/257639      x264_macroblock_probe_skip [43]
                0.01    0.00  221783/257639      x264_mb_encode_8x8_chroma [27]
[99]     0.1    0.01    0.00  257639         quant_2x2_dc [99]
-----------------------------------------------
                0.00    0.00   44352/221760      x264_slicetype_mb_cost [17]
                0.00    0.00   88704/221760      x264_macroblock_cache_save [86]
                0.00    0.00   88704/221760      x264_macroblock_cache_load [66]
[100]    0.1    0.01    0.00  221760         mc_copy_w8 [100]
-----------------------------------------------
                0.00    0.00    1626/99204       x264_macroblock_encode [10]
                0.00    0.00   44352/99204       x264_slicetype_mb_cost [17]
                0.01    0.00   53226/99204       x264_mb_analyse_intra_chroma [59]
[101]    0.1    0.01    0.00   99204         predict_8x8c_dc [101]
-----------------------------------------------
                0.01    0.00   98891/98891       x264_mb_analyse_inter_p16x16 [8]
[102]    0.1    0.01    0.00   98891         x264_mb_predict_mv_ref16x16 [102]
-----------------------------------------------
                0.00    0.00     576/98154       x264_macroblock_encode [10]
                0.00    0.00   44352/98154       x264_slicetype_mb_cost [17]
                0.01    0.00   53226/98154       x264_mb_analyse_intra_chroma [59]
[103]    0.1    0.01    0.00   98154         predict_8x8c_p [103]
-----------------------------------------------
                0.01    0.00   52460/52460       x264_frame_deblock_row [55]
[104]    0.1    0.01    0.00   52460         deblock_v_chroma_c [104]
-----------------------------------------------
                0.00    0.00       1/47798       main [1]
                0.00    0.00       2/47798       Encode_frame [2]
                0.00    0.00       2/47798       x264_sei_version_write [128]
                0.00    0.00       4/47798       x264_ratecontrol_delete [125]
                0.00    0.00      10/47798       x264_cqm_delete [124]
                0.00    0.00      50/47798       x264_encoder_close [117]
                0.00    0.00      74/47798       x264_macroblock_cache_end [123]
                0.01    0.00   47655/47798       x264_frame_delete [118]
[105]    0.1    0.01    0.00   47798         x264_free [105]
-----------------------------------------------
                0.01    0.00   44352/44352       x264_slicetype_mb_cost [17]
[106]    0.1    0.01    0.00   44352         predict_8x8_ddl [106]
-----------------------------------------------
                0.01    0.00   44352/44352       x264_slicetype_mb_cost [17]
[107]    0.1    0.01    0.00   44352         predict_8x8_filter [107]
-----------------------------------------------
                0.01    0.00   44352/44352       x264_slice_write [4]
[108]    0.1    0.01    0.00   44352         x264_ratecontrol_mb [108]
                0.00    0.00   44352/133853      x264_emms [130]
-----------------------------------------------
                0.00    0.00     306/38734       x264_macroblock_encode [10]
                0.01    0.00   38428/38734       x264_mb_analyse_intra [32]
[109]    0.1    0.01    0.00   38734         predict_4x4_hd [109]
-----------------------------------------------
                0.01    0.00   29728/29728       x264_mb_encode_i4x4 [87]
[110]    0.1    0.01    0.00   29728         add4x4_idct [110]
-----------------------------------------------
                0.00    0.00     306/28392       x264_macroblock_encode [10]
                0.01    0.00   28086/28392       x264_mb_analyse_intra [32]
[111]    0.1    0.01    0.00   28392         predict_16x16_h [111]
-----------------------------------------------
                0.01    0.00   28244/28244       x264_macroblock_write_cavlc [52]
[112]    0.1    0.01    0.00   28244         bs_write_te [112]
-----------------------------------------------
